BusinessId;Attribute;Sentiment
"6eF3g32tGeeq5dfGqtcnuQ";bits;-1.2503725782414308
"6eF3g32tGeeq5dfGqtcnuQ";business;-1.0203394585495862
"6eF3g32tGeeq5dfGqtcnuQ";rating;-0.6724295132557162
"6eF3g32tGeeq5dfGqtcnuQ";no comment;-0.6291555617898724
"6eF3g32tGeeq5dfGqtcnuQ";end;-0.3832116788321168
"6eF3g32tGeeq5dfGqtcnuQ";service;-0.375
"6eF3g32tGeeq5dfGqtcnuQ";Nothing;-0.375
"6eF3g32tGeeq5dfGqtcnuQ";cream cheese;-0.27212001752080595
"6eF3g32tGeeq5dfGqtcnuQ";someone;-0.26758953168044086
"6eF3g32tGeeq5dfGqtcnuQ";gathering;-0.16666666666666666
"6eF3g32tGeeq5dfGqtcnuQ";whiff;-0.1425515500070136
"6eF3g32tGeeq5dfGqtcnuQ";hair;-0.1377225128093375
"6eF3g32tGeeq5dfGqtcnuQ";buffets list;-0.11949035812672176
"6eF3g32tGeeq5dfGqtcnuQ";mistake;-0.11949035812672176
"6eF3g32tGeeq5dfGqtcnuQ";sustenance;-0.11675492424246234
"6eF3g32tGeeq5dfGqtcnuQ";dum sum dum situation;-0.08248631284518491
"6eF3g32tGeeq5dfGqtcnuQ";spots;-0.06461655276605015
"6eF3g32tGeeq5dfGqtcnuQ";locations;-0.0625
"6eF3g32tGeeq5dfGqtcnuQ";institution;-0.02651515151515151
"6eF3g32tGeeq5dfGqtcnuQ";family;-0.02582644628099174
"6eF3g32tGeeq5dfGqtcnuQ";fruit;-0.017835029190277973
"6eF3g32tGeeq5dfGqtcnuQ";times;-0.011728599867286
"6eF3g32tGeeq5dfGqtcnuQ";months;0.0
"6eF3g32tGeeq5dfGqtcnuQ";idea;0.0
"6eF3g32tGeeq5dfGqtcnuQ";diet needs;0.0
"6eF3g32tGeeq5dfGqtcnuQ";minutes;0.0
"6eF3g32tGeeq5dfGqtcnuQ";quantities;0.02430360888371947
"6eF3g32tGeeq5dfGqtcnuQ";occurrence;0.03876777983920843
"6eF3g32tGeeq5dfGqtcnuQ";goodies;0.05222681359044996
"6eF3g32tGeeq5dfGqtcnuQ";chicken;0.07518610573205334
"6eF3g32tGeeq5dfGqtcnuQ";collection;0.10329447911112895
"6eF3g32tGeeq5dfGqtcnuQ";Food;0.11560026065940424
"6eF3g32tGeeq5dfGqtcnuQ";restaurant building;0.12118985881052076
"6eF3g32tGeeq5dfGqtcnuQ";workers;0.12741157076130974
"6eF3g32tGeeq5dfGqtcnuQ";cleaning;0.12741157076130974
"6eF3g32tGeeq5dfGqtcnuQ";size;0.14302112029384761
"6eF3g32tGeeq5dfGqtcnuQ";glass;0.14302112029384761
"6eF3g32tGeeq5dfGqtcnuQ";spring rolls;0.1490988601152014
"6eF3g32tGeeq5dfGqtcnuQ";chop houses;0.16836734693877553
"6eF3g32tGeeq5dfGqtcnuQ";chemicals;0.19054178145087236
"6eF3g32tGeeq5dfGqtcnuQ";cup;0.20454545454545456
"6eF3g32tGeeq5dfGqtcnuQ";decision;0.2593537414965987
"6eF3g32tGeeq5dfGqtcnuQ";mama;0.28
"6eF3g32tGeeq5dfGqtcnuQ";China Place;0.2818961220137236
"6eF3g32tGeeq5dfGqtcnuQ";stuff;0.29010126777983924
"6eF3g32tGeeq5dfGqtcnuQ";food tastes;0.4166666666666667
"6eF3g32tGeeq5dfGqtcnuQ";woman;0.708941605839416
"6eF3g32tGeeq5dfGqtcnuQ";details;0.75
"6eF3g32tGeeq5dfGqtcnuQ";people;1.0
"6eF3g32tGeeq5dfGqtcnuQ";order;1.290474809085933
"6eF3g32tGeeq5dfGqtcnuQ";waiter;1.3055555555555556
"8z2DkKf_FrPVNtt_5w4QsQ";China Place;-1.3925912408759125
"8z2DkKf_FrPVNtt_5w4QsQ";rice concoction;-1.1951483971179573
"8z2DkKf_FrPVNtt_5w4QsQ";experiences;-0.5978203332158436
"8z2DkKf_FrPVNtt_5w4QsQ";!!;-0.5
"8z2DkKf_FrPVNtt_5w4QsQ";shot;-0.5
"8z2DkKf_FrPVNtt_5w4QsQ";locations;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";hand;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";minutes;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";quantities;-0.27272727272727276
"8z2DkKf_FrPVNtt_5w4QsQ";Seating;-0.27272727272727276
"8z2DkKf_FrPVNtt_5w4QsQ";wait;-0.27212001752080595
"8z2DkKf_FrPVNtt_5w4QsQ";someone;-0.26638553794361064
"8z2DkKf_FrPVNtt_5w4QsQ";food tastes;-0.19590909090909092
"8z2DkKf_FrPVNtt_5w4QsQ";times;-0.11045454545454546
"8z2DkKf_FrPVNtt_5w4QsQ";Food;-0.08985309747578016
"8z2DkKf_FrPVNtt_5w4QsQ";ice tea;-0.04000000000000001
"8z2DkKf_FrPVNtt_5w4QsQ";restaurant building;-0.02828467153284672
"8z2DkKf_FrPVNtt_5w4QsQ";Nothing;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";sustenance;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";chicken;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";steam not steam table;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";fare;0.0714720194647202
"8z2DkKf_FrPVNtt_5w4QsQ";fruit;0.09969764358487732
"8z2DkKf_FrPVNtt_5w4QsQ";diet needs;0.10936815593517304
"8z2DkKf_FrPVNtt_5w4QsQ";institution;0.19000000000000003
"8z2DkKf_FrPVNtt_5w4QsQ";cleaning;0.19439322866551106
"8z2DkKf_FrPVNtt_5w4QsQ";shops;0.19439322866551106
"8z2DkKf_FrPVNtt_5w4QsQ";cities;0.25
"8z2DkKf_FrPVNtt_5w4QsQ";service;0.2868144922659452
"8z2DkKf_FrPVNtt_5w4QsQ";joke;0.3476277372262774
"8z2DkKf_FrPVNtt_5w4QsQ";order;0.375
"8z2DkKf_FrPVNtt_5w4QsQ";people;0.5833333333333334
"8z2DkKf_FrPVNtt_5w4QsQ";workers;0.6470104622871047
"8z2DkKf_FrPVNtt_5w4QsQ";stuff;0.992407162732449
"8z2DkKf_FrPVNtt_5w4QsQ";man;1.0
"9qxRn-qokwlmnRnv6-baLA";dissatisfaction;-1.5
"9qxRn-qokwlmnRnv6-baLA";mama;-0.05337465564738293
"9qxRn-qokwlmnRnv6-baLA";fruit;-0.013939393939393955
"9qxRn-qokwlmnRnv6-baLA";chicken;0.0
"9qxRn-qokwlmnRnv6-baLA";service;0.0
"9qxRn-qokwlmnRnv6-baLA";dum sum dum situation;0.0
"9qxRn-qokwlmnRnv6-baLA";sustenance;0.0
"9qxRn-qokwlmnRnv6-baLA";boy;0.010948905109489052
"9qxRn-qokwlmnRnv6-baLA";Food;0.09318600297956366
"9qxRn-qokwlmnRnv6-baLA";minutes;0.12647831800262813
"9qxRn-qokwlmnRnv6-baLA";fast-food joint;0.1590909090909091
"9qxRn-qokwlmnRnv6-baLA";expectations;0.20833333333333334
"9qxRn-qokwlmnRnv6-baLA";people;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";colors;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";cleaning;0.708941605839416
"4nWKKGZGFc4nWUbJTunMAw";food tastes;-0.5706406664316871
"4nWKKGZGFc4nWUbJTunMAw";method;-0.5129670822759791
"4nWKKGZGFc4nWUbJTunMAw";memories;-0.28532033321584355
"4nWKKGZGFc4nWUbJTunMAw";pieces;-0.25856157062041385
"4nWKKGZGFc4nWUbJTunMAw";produce;-0.23077038008642978
"4nWKKGZGFc4nWUbJTunMAw";minutes;-0.18181818181818182
"4nWKKGZGFc4nWUbJTunMAw";fruit;-0.03979761840791112
"4nWKKGZGFc4nWUbJTunMAw";music;-0.03429413358623497
"4nWKKGZGFc4nWUbJTunMAw";sustenance;-0.02614257327372081
"4nWKKGZGFc4nWUbJTunMAw";container;-0.01287591846906138
"4nWKKGZGFc4nWUbJTunMAw";dum sum dum situation;-0.011363636363636364
"4nWKKGZGFc4nWUbJTunMAw";consumption;-0.008503401360544218
"4nWKKGZGFc4nWUbJTunMAw";gathering;-0.008503401360544218
"4nWKKGZGFc4nWUbJTunMAw";no comment;0.0
"4nWKKGZGFc4nWUbJTunMAw";workers;0.0
"4nWKKGZGFc4nWUbJTunMAw";areas;0.0
"4nWKKGZGFc4nWUbJTunMAw";refrigerator;0.0
"4nWKKGZGFc4nWUbJTunMAw";experiences;0.0
"4nWKKGZGFc4nWUbJTunMAw";class;0.0
"4nWKKGZGFc4nWUbJTunMAw";Culture Center;0.0
"4nWKKGZGFc4nWUbJTunMAw";weekday;0.0018115421742283385
"4nWKKGZGFc4nWUbJTunMAw";someone;0.012878787878787873
"4nWKKGZGFc4nWUbJTunMAw";kind;0.0137741046831956
"4nWKKGZGFc4nWUbJTunMAw";buffets;0.01551094890510949
"4nWKKGZGFc4nWUbJTunMAw";steam not steam table;0.024298577740003647
"4nWKKGZGFc4nWUbJTunMAw";stuff;0.056963259867401576
"4nWKKGZGFc4nWUbJTunMAw";cup;0.06611479761114798
"4nWKKGZGFc4nWUbJTunMAw";locations;0.10558698827527344
"4nWKKGZGFc4nWUbJTunMAw";Nothing;0.1094467401285583
"4nWKKGZGFc4nWUbJTunMAw";quantities;0.12647831800262813
"4nWKKGZGFc4nWUbJTunMAw";China Place;0.13475052603434046
"4nWKKGZGFc4nWUbJTunMAw";chemicals;0.1430192385855575
"4nWKKGZGFc4nWUbJTunMAw";decision;0.14302112029384761
"4nWKKGZGFc4nWUbJTunMAw";Food;0.19544424142432368
"4nWKKGZGFc4nWUbJTunMAw";concerns;0.4411083585865358
"4nWKKGZGFc4nWUbJTunMAw";rice concoction;0.4952083333333333
"4nWKKGZGFc4nWUbJTunMAw";quality;0.6337632198238539
"4nWKKGZGFc4nWUbJTunMAw";waiter;0.708941605839416
"4nWKKGZGFc4nWUbJTunMAw";restaurant building;1.1129105839416058
"4nWKKGZGFc4nWUbJTunMAw";idea;1.8020833333333333
"3tk6Syyz5i967Ifuz_4o3w";colors;-0.6136363636363636
"3tk6Syyz5i967Ifuz_4o3w";decision;-0.543904958677686
"3tk6Syyz5i967Ifuz_4o3w";China Place;-0.4207826757383467
"3tk6Syyz5i967Ifuz_4o3w";pieces;-0.36000000000000004
"3tk6Syyz5i967Ifuz_4o3w";minutes;-0.36000000000000004
"3tk6Syyz5i967Ifuz_4o3w";chemicals;-0.34500000000000003
"3tk6Syyz5i967Ifuz_4o3w";bits;-0.27212001752080595
"3tk6Syyz5i967Ifuz_4o3w";attitude;-0.27212001752080595
"3tk6Syyz5i967Ifuz_4o3w";amount;-0.18202140631350772
"3tk6Syyz5i967Ifuz_4o3w";kind;-0.16670454545454547
"3tk6Syyz5i967Ifuz_4o3w";chicken;-0.1467711637010413
"3tk6Syyz5i967Ifuz_4o3w";quantities;-0.14299282274278768
"3tk6Syyz5i967Ifuz_4o3w";fare;-0.12375616474100626
"3tk6Syyz5i967Ifuz_4o3w";food tastes;-0.11933750773036488
"3tk6Syyz5i967Ifuz_4o3w";visit;-0.11647767122763616
"3tk6Syyz5i967Ifuz_4o3w";occurrence;-0.09518686313626645
"3tk6Syyz5i967Ifuz_4o3w";cup;-0.09238338192419823
"3tk6Syyz5i967Ifuz_4o3w";fast-food joint;-0.052729079167231185
"3tk6Syyz5i967Ifuz_4o3w";container;-0.05116895961155818
"3tk6Syyz5i967Ifuz_4o3w";restaurant building;-0.04111143686164076
"3tk6Syyz5i967Ifuz_4o3w";wait;-0.020339458549586197
"3tk6Syyz5i967Ifuz_4o3w";times;-0.006667572536608466
"3tk6Syyz5i967Ifuz_4o3w";buffets list;-0.0018611469148350306
"3tk6Syyz5i967Ifuz_4o3w";people;0.0
"3tk6Syyz5i967Ifuz_4o3w";Nothing;0.0
"3tk6Syyz5i967Ifuz_4o3w";flavor;0.0
"3tk6Syyz5i967Ifuz_4o3w";produce;0.0
"3tk6Syyz5i967Ifuz_4o3w";form;0.0
"3tk6Syyz5i967Ifuz_4o3w";weekday;0.0
"3tk6Syyz5i967Ifuz_4o3w";try;0.0
"3tk6Syyz5i967Ifuz_4o3w";man;0.0
"3tk6Syyz5i967Ifuz_4o3w";fruit;0.03336026788750679
